"","Title","Path","Box","Distrubutor","Release Date","Genre","Runtime","MPAA","Budget","Director"
"1031","Half the Road","/movies/?id=halftheroad.htm",4783,"First Run","April","Documentary",112,"Unrated",NA,NA
"1032","Perlasca","/movies/?id=perlasca.htm",4780,"Castle Hill","April","Foreign",104,"Unrated",NA,NA
"1033","Street Fight","/movies/?id=streetfight.htm",4779,"Frontier Films","February","Documentary",82,"Unrated",NA,NA
"1034","Tre","/movies/?id=tre.htm",4759,"Cinema Libre Studio","February","Drama",87,"Unrated",NA,NA
"1035","Roseanne for President!","/movies/?id=roseanneforpresident.htm",4734,"IFC","July","Documentary",96,"Unrated",NA,NA
"1036","Miss Hill: Making Dance Matter","/movies/?id=misshill.htm",4706,"First Run","January","Documentary",80,"Unrated",NA,NA
"1037","Jenny's Wedding","/movies/?id=jennyswedding.htm",4704,"IFC","July","Comedy",94,"PG-13",NA,NA
"1038","Marinoni: The Fire in the Frame","/movies/?id=marinoni.htm",4696,"First Run","April","Documentary",90,"Unrated",NA,NA
"1039","Isn't This a Time! A Tribute to Harold Leventhal","/movies/?id=isntthisatime.htm",4683,"7th Art","December","Concert",90,"Unrated",NA,NA
"1040","Death Metal Angola","/movies/?id=deathmetalangola.htm",4674,"The Vladar Company","November","Documentary",83,"R",NA,NA
"1041","Blood on the Mountain","/movies/?id=bloodonthemountain.htm",4664,"Abramorama","November","Documentary",93,"Unrated",NA,NA
"1042","How to Draw a Bunny","/movies/?id=howtodrawabunny.htm",4658,"Palm","March","Unknown",90,"Unrated",NA,NA
"1043","My Big Fat Independent Movie","/movies/?id=mybigfatindependentmovie.htm",4655,"Big Fat Movies","September","Comedy",80,"R",NA,NA
"1044","Against the Sun","/movies/?id=againstthesun.htm",4646,"The American Film Company","January","Adventure",100,"PG",NA,NA
"1045","Red (2008)","/movies/?id=red08.htm",4643,"Magnolia","August","Drama / Thriller",98,"R",NA,NA
"1046","Hotel Normandy","/movies/?id=hotelnormandy.htm",4640,"Rialto","September","Foreign",84,"Unrated",NA,NA
"1047","Sworn Virgin","/movies/?id=swornvirgin.htm",4636,"Strand","April","Foreign",90,"Unrated",NA,NA
"1048","Ashby","/movies/?id=ashby.htm",4631,"The Film Arcade","September","Comedy / Drama",100,"R",NA,NA
"1049","The Fall of Fujimori","/movies/?id=falloffujimori.htm",4630,"Cinema Libre Studio","May","Documentary",83,"Unrated",NA,NA
"1050","Breathing","/movies/?id=breathing.htm",4630,"Kino Lorber","August","Foreign",94,"Unrated",NA,NA
"1051","Seeds of Time","/movies/?id=seedsoftime.htm",4630,"Kino Lorber","May","Documentary",77,"Unrated",NA,NA
"1052","Mad Detective","/movies/?id=maddetective.htm",4629,"IFC","July","Foreign / Action",89,"Unrated",NA,NA
"1053","Miss Stevens","/movies/?id=missstevens.htm",4611,"The Orchard","September","Comedy",85,"Not Yet Rated",NA,"Julia Hart"
"1054","The Dogwalker","/movies/?id=dogwalker06.htm",4604,"Truly Indie","September","Drama",99,"Unrated",NA,NA
"1055","Automatic Hate","/movies/?id=automatichate.htm",4603,"Film Movement","March","Comedy / Drama",97,"Unrated",NA,NA
"1056","Newlyweds","/movies/?id=newlyweds.htm",4584,"Tribeca Film","January","Comedy / Drama",93,"Unrated",NA,"Edward Burns"
"1057","Search Party","/movies/?id=searchparty.htm",4571,"Focus World","May","Comedy",93,"R",NA,"Scot Armstrong"
"1058","Smiling Through the Apocalypse","/movies/?id=smilingapocalypse.htm",4560,"First Run","September","Documentary",99,"Unrated",NA,NA
"1059","Laura Smiles","/movies/?id=laurasmiles.htm",4558,"Emerging Pictures","July","Drama",98,"R",NA,"Jason Ruscio"
"1060","All is Bright","/movies/?id=allisbright.htm",4556,"Anchor Bay Films","October","Comedy / Drama",107,"R",NA,NA
"1061","To Die is Hard","/movies/?id=todieishard.htm",4549,"Driving With Our Eyes Shut","December","Comedy",87,"Unrated",NA,NA
"1062","The Tollbooth","/movies/?id=tollbooth.htm",4546,"Castle Hill","February","Drama",85,"Unrated",NA,NA
"1063","Promised Lands (2010 re-issue)","/movies/?id=promisedlands2010reissue.htm",4546,"The Film Desk","February","Documentary",87,"Unrated",NA,NA
"1064","Here Comes the Devil","/movies/?id=herecomesthedevil.htm",4534,"Magnolia","December","Foreign",98,"Unrated",NA,NA
"1065","Unrelated","/movies/?id=unrelated.htm",4529,"Kino Lorber","June","Drama",100,"Unrated",NA,NA
"1066","House of the Sleeping Beauties","/movies/?id=houseofthesleepingbeauties.htm",4509,"First Run","November","Foreign",99,"Unrated",NA,NA
"1067","Synchronicity","/movies/?id=synchronicity.htm",4505,"Magnolia","January","Sci-Fi Thriller",101,"R",NA,NA
"1068","Arabian Nights: Volume 3 - The Enchanted One","/movies/?id=arabiannightsvol3.htm",4502,"Kino Lorber","December","Foreign",125,"Unrated",NA,NA
"1069","The Life and Times of Allen Ginsberg (Re-issue)","/movies/?id=allenginsberg04.htm",4490,"New Yorker","August","Documentary",84,"Unrated",NA,NA
"1070","Wonderful Town","/movies/?id=wonderfultown.htm",4487,"Kino","July","Foreign",92,"Unrated",NA,NA
"1071","Looking for Kitty","/movies/?id=lookingforkitty.htm",4480,"ThinkFilm","September","Comedy",95,"R",NA,"Edward Burns"
"1072","The Summer of Sangaile","/movies/?id=thesummerofsangaile.htm",4480,"Strand","November","Drama",88,"Unrated",NA,NA
"1073","Farewell, Herr Schwarz","/movies/?id=farewellherrschwarz.htm",4445,"Kino Lorber","January","Documentary",96,"Unrated",NA,NA
"1074","Club Life","/movies/?id=clublife.htm",4444,"The Orchard","May","Drama",83,"R",NA,NA
"1075","Cowboy del Amor","/movies/?id=cowboydelamor.htm",4438,"Emerging Pictures","February","Documentary",86,"Unrated",NA,NA
"1076","Coffee Date","/movies/?id=coffeedate.htm",4412,"Slowhand Cinema","November","Comedy",94,"Unrated",NA,"Stewart Wade"
"1077","Sacred Stage","/movies/?id=sacredstage.htm",4410,"First Run","October","Documentary",60,"Unrated",NA,NA
"1078","The Truth About Emanuel","/movies/?id=truthaboutemanuel.htm",4404,"Tribeca Film","January","Thriller",96,"Unrated",NA,NA
"1079","Open My Heart","/movies/?id=openmyheart.htm",4381,"Strand","December","Foreign",93,"Unrated",NA,NA
"1080","Between Us","/movies/?id=betweenus.htm",4380,"Monterey Media, Inc.","June","Comedy / Drama",90,"R",NA,NA
"1081","The End of Time","/movies/?id=endoftime.htm",4375,"First Run","November","Documentary",109,"Unrated",NA,NA
"1082","The Catechism Cataclysm","/movies/?id=catechismcataclysm.htm",4373,"IFC","October","Horror Comedy",81,"Unrated",NA,NA
"1083","Campus Radio","/movies/?id=campusradio.htm",4370,"Extra Butter","February","Romantic Comedy",NA,"PG-13",NA,NA
"1084","Blood and Tears","/movies/?id=bloodandtears.htm",4364,"ThinkFilm","June","Documentary",74,"PG-13",NA,NA
"1085","Kimjongilia","/movies/?id=kimjongilia.htm",4362,"Lorber Films","March","Documentary",75,"Unrated",NA,NA
"1086","Back to the Jurassic","/movies/?id=backtothejurassic.htm",4351,"CJ Entertainment","June","Animation",86,"Unrated",NA,NA
"1087","McLibel","/movies/?id=mclibel.htm",4337,"Cinema Libre Studio","June","Documentary",85,"Unrated",NA,NA
"1088","On Meditation","/movies/?id=onmeditation.htm",4322,"Kino Lorber","July","Documentary",65,"Unrated",NA,NA
"1089","Days of Grace","/movies/?id=daysofgrace.htm",4308,"Cinema Purgatorio","May","Foreign",133,"Unrated",NA,NA
"1090","Auto Shop of Horrors","/movies/?id=autoshopofhorrors.htm",4300,"Driving With Our Eyes Shut","September","Horror Comedy",87,"Unrated",NA,NA
"1091","Beauty Remains","/movies/?id=beautyremains.htm",4298,"Emerging Pictures","September","Foreign",87,"Unrated",NA,NA
"1092","Art Is... The Permanent Revolution","/movies/?id=artispermanent.htm",4291,"First Run","March","Documentary",82,"Unrated",NA,NA
"1093","Anna","/movies/?id=anna.htm",4288,"Vertical Entertainment","June","Thriller",99,"R",NA,NA
"1094","Romulus, My Father","/movies/?id=romulusmyfather.htm",4283,"Magnolia","February","Drama",104,"R",NA,NA
"1095","Set Fire to the Stars","/movies/?id=setfiretothestars.htm",4280,"Strand","June","Drama",93,"Unrated",NA,NA
"1096","This Divided State","/movies/?id=dividedstate.htm",4255,"Minority Films","July","Documentary",88,"Unrated",NA,NA
"1097","La Navaja de Don Juan","/movies/?id=lanavajadedonjuan.htm",4254,"Indican","October","Comedy",102,"Unrated",NA,NA
"1098","Twisted: A Balloonamentary","/movies/?id=twistedballoonamentary.htm",4218,"Unknown","May","Documentary",79,"Unrated",NA,NA
"1099","Maximum Ride","/movies/?id=maximumride.htm",4218,"Tugg ","September","Action / Adventure",88,"PG-13",NA,NA
"1100","Breaking a Monster","/movies/?id=breakingamonster.htm",4212,"Abramorama","June","Documentary",93,"Unrated",NA,NA
"1101","Free the Nipple","/movies/?id=freethenipple.htm",4198,"IFC","December","Drama",84,"Unrated",NA,NA
"1102","Helena From the Wedding","/movies/?id=helenafromthewedding.htm",4190,"Film Movement","November","Drama",NA,"Unrated",NA,NA
"1103","Among the Believers","/movies/?id=amongthebelievers.htm",4189,"First Run","September","Documentary",84,"Unrated",NA,NA
"1104","A Case of You","/movies/?id=acaseofyou.htm",4187,"IFC","November","Romantic Comedy",91,"R",NA,NA
"1105","3 Geezers!","/movies/?id=3geezers.htm",4175,"Unknown","May","Comedy",81,"Unrated",NA,NA
"1106","Daylight (2011)","/movies/?id=daylight2011.htm",4171,"Cinema Purgatorio","July","Horror Thriller",74,"Unrated",NA,NA
"1107","Soap","/movies/?id=soap.htm",4164,"Strand","November","Foreign",104,"Unrated",NA,NA
"1108","Caterpillar","/movies/?id=caterpillar.htm",4157,"Lorber Films","May","Foreign",84,"Unrated",NA,NA
"1109","The Hillside Strangler","/movies/?id=hillsidestrangler.htm",4143,"Tartan","September","Unknown",96,"R",NA,NA
"1110","Pawn","/movies/?id=pawn.htm",4141,"Anchor Bay Films","April","Crime Thriller",88,"R",NA,NA
"1111","Raising Flagg","/movies/?id=raisingflagg.htm",4130,"Cinema Libre Studio","February","Comedy",102,"PG-13",NA,NA
"1112","Stella Street","/movies/?id=stellastreet.htm",4119,"Strand","October","Unknown",78,"R",NA,NA
"1113","The Painting","/movies/?id=painting.htm",4115,"Castle Hill","January","Romance",95,"PG-13",NA,NA
"1114","Inhale","/movies/?id=inhale.htm",4115,"IFC","October","Thriller",100,"R",NA,"Baltasar Kormakur"
"1115","Contracted","/movies/?id=contracted.htm",4105,"IFC","November","Horror Thriller",84,"Unrated",NA,NA
"1116","Weekend of a Champion","/movies/?id=weekendofachampion.htm",4100,"Submarine Deluxe","November","Documentary",93,"Unrated",NA,NA
"1117","Solar Flare","/movies/?id=solarflare.htm",4098,"Regent Releasing","June","Drama / Thriller",87,"PG-13",NA,NA
"1118","Thunder and the House of Magic!","/movies/?id=houseofmagic.htm",4091,"Shout! Factory","September","Animation",85,"Unrated",NA,NA
"1119","Silver Circle","/movies/?id=silvercircle.htm",4080,"Area23a","March","Animation",90,"PG-13",NA,NA
"1120","Three Night Stand","/movies/?id=threenightstand.htm",4076,"Freestyle Releasing","January","Comedy",86,"Unrated",NA,NA
"1121","Heavy Metal in Baghdad","/movies/?id=heavymetalinbaghdad.htm",4070,"Arts Alliance America","May","Documentary",84,"R",NA,NA
"1122","Dolls","/movies/?id=dolls.htm",4067,"Palm","December","Foreign",113,"Unrated",NA,NA
"1123","Bandido","/movies/?id=bandido.htm",4064,"Innovation Film Group","December","Unknown",99,"R",NA,NA
"1124","Simon","/movies/?id=simon.htm",4055,"Strand","April","Foreign",102,"Unrated",NA,NA
"1125","The Kitchen","/movies/?id=kitchen.htm",4054,"Monterey Media, Inc.","March","Comedy",80,"R",NA,NA
"1126","To Die Like a Man","/movies/?id=todielikeaman.htm",4029,"Strand","April","Foreign",133,"Unrated",NA,NA
"1127","Morning","/movies/?id=morning.htm",4029,"Anchor Bay Films","September","Drama",NA,"R",NA,NA
"1128","Approved for Adoption","/movies/?id=approvedforadoption.htm",4015,"GKIDS","November","Animation",70,"Unrated",NA,NA
"1129","Psychopathia Sexualis","/movies/?id=psychopathiasexualis.htm",4012,"Kino","June","Drama",102,"R",NA,NA
"1130","Yangsi","/movies/?id=yangsi.htm",4008,"Kino Lorber","December","Documentary",82,"Unrated",NA,NA
"1131","Death of a Ghost Hunter","/movies/?id=deathofaghosthunter.htm",3984,"Nocturnal Features","June","Horror",87,"Unrated",NA,NA
"1132","Three Worlds","/movies/?id=threeworlds.htm",3952,"Film Movement","June","Foreign",101,"Unrated",NA,NA
"1133","Just Say Love","/movies/?id=justsaylove.htm",3944,"Regent Releasing","March","Romance",75,"Unrated",NA,NA
"1134","The Cop, the Criminal and the Clown","/movies/?id=copcriminalclown.htm",3935,"Lonely Seal Releasing","April","Foreign",90,"Unrated",NA,NA
"1135","Salvation Army","/movies/?id=salvationarmy.htm",3929,"Strand","January","Foreign",81,"Unrated",NA,NA
"1136","Going Under","/movies/?id=goingunder.htm",3917,"Argot Pictures","June","Drama",98,"Unrated",NA,NA
"1137","Where God Left His Shoes","/movies/?id=wheregodlefthisshoes.htm",3911,"IFC","December","Drama",99,"Unrated",NA,NA
"1138","Afterschool","/movies/?id=afterschool2009.htm",3911,"IFC","October","Drama",122,"Unrated",NA,NA
"1139","Maidan","/movies/?id=maidan.htm",3909,"Cinema Guild","December","Documentary",130,"Unrated",NA,NA
"1140","Genghis Kahn: To the Ends of the Earth and Sea","/movies/?id=genghiskahanime.htm",3892,"The Bigger Picture","February","Animation",132,"Unrated",NA,NA
"1141","Beyond Outrage","/movies/?id=beyondoutrage.htm",3878,"Magnolia","January","Foreign",110,"R",NA,NA
"1142","Swim Little Fish Swim","/movies/?id=swimlittlefishswim.htm",3877,"Under the Milky Way","September","Comedy",95,"Unrated",NA,NA
"1143","Pontypool","/movies/?id=pontypool.htm",3865,"IFC","May","Horror Comedy",95,"Unrated",NA,NA
"1144","Hollidaysburg","/movies/?id=hollidaysburg.htm",3861,"Starz Media","September","Comedy",90,"Unrated",NA,NA
"1145","The Moth Diaries","/movies/?id=mothdiaries.htm",3838,"IFC","April","Sci-Fi Horror",82,"R",NA,NA
"1146","High Tech, Low Life","/movies/?id=hightechlowlife.htm",3836,"Argot Pictures","January","Documentary",88,"Unrated",NA,NA
"1147","Saints and Sinners","/movies/?id=saintsandsinners.htm",3826,"Avatar","June","Documentary",80,"Unrated",NA,NA
"1148","Free Radicals: A History of Experimental Film","/movies/?id=freeradicals12.htm",3804,"Kino Lorber","August","Documentary",82,"Unrated",NA,NA
"1149","My Wife Maurice","/movies/?id=mywifemaurice.htm",3803,"TLA Releasing","August","Unknown",105,"Unrated",NA,NA
"1150","A Hole in My Heart","/movies/?id=holeinmyheart.htm",3784,"Newmarket","April","Foreign",98,"Unrated",NA,NA
"1151","The Green Butchers","/movies/?id=greenbutchers.htm",3783,"Newmarket","December","Foreign",100,"R",NA,NA
"1152","Unfreedom","/movies/?id=unfreedom.htm",3778,"Dark Frames","May","Crime Drama",102,"Unrated",NA,NA
"1153","They Come to America","/movies/?id=theycometoamerica.htm",3775,"Corinth/TV360","March","Documentary",99,"Unrated",NA,NA
"1154","Berkeley","/movies/?id=berkeley.htm",3770,"Jung N Restless Films","October","Drama",87,"R",NA,NA
"1155","Shock to the System","/movies/?id=shocktothesystem06.htm",3768,"Regent Releasing","August","Comedy Thriller",91,"R",NA,NA
"1156","In/Significant Others","/movies/?id=insignificantothers.htm",3763,"North Poplar Pictures","May","Drama / Thriller",99,"Unrated",NA,NA
"1157","The Hollow","/movies/?id=thehollow.htm",3755,"Uncork'd","October","Crime Thriller",128,"Unrated",NA,NA
"1158","The Big Animal","/movies/?id=biganimal.htm",3733,"Milestone","February","Comedy",70,"Unrated",NA,NA
"1159","Bad Blood the Hunger","/movies/?id=badbloodthehunger.htm",3731,"Gravity Arch","October","Horror",107,"R",NA,NA
"1160","The Free Speech Apocalypse","/movies/?id=thefreespeechapocalypse.htm",3726,"Postmill","November","Documentary",94,"Unrated",NA,NA
"1161","The Condemned (2013)","/movies/?id=condemned2013.htm",3718,"Strand","March","Foreign",NA,"Unrated",NA,NA
"1162","The Harvest/La Cosecha","/movies/?id=harvestlacosecha.htm",3709,"Cinema Libre Studio","July","Documentary",84,"Unrated",NA,NA
"1163","The Helix... Loaded","/movies/?id=helixloaded.htm",3700,"Romar Entertainment","March","Comedy",97,"R",NA,NA
"1164","Heartless","/movies/?id=heartless.htm",3697,"IFC","November","Sci-Fi Horror",109,"Unrated",NA,NA
"1165","Still, the Children Are Here","/movies/?id=stillthechildrenarehere.htm",3685,"Icarus Films","November","Documentary",85,"Unrated",NA,NA
"1166","Passion Play","/movies/?id=passionplay.htm",3669,"Image Entertainment","May","Drama / Thriller",91,"R",NA,NA
"1167","Brothers in Arms","/movies/?id=brotherinarms.htm",3664,"First Run","August","Documentary",86,"R",NA,NA
"1168","The Word","/movies/?id=word14.htm",3648,"Scarlet Sky Productions","March","Thriller",104,"Unrated",NA,NA
"1169","Smash His Camera","/movies/?id=smashhiscamera.htm",3644,"Magnolia","July","Documentary",87,"PG-13",NA,NA
"1170","In the Basement","/movies/?id=inthebasement.htm",3643,"Strand","November","Documentary",81,"Unrated",NA,NA
"1171","Stop the Pounding Heart","/movies/?id=stopthepoundingheart.htm",3642,"Big World Pictures","September","Documentary",100,"Unrated",NA,NA
"1172","Fraude","/movies/?id=fraude.htm",3637,"Maya Entertainment","October","Documentary",110,"Unrated",NA,"Luis Mandoki"
"1173","Vivere","/movies/?id=vivere.htm",3625,"Regent Releasing","February","Foreign",102,"R",NA,NA
"1174","Mr. Nobody","/movies/?id=mrnobody.htm",3622,"Magnolia","November","Drama",155,"R",NA,NA
"1175","Pickin & Grinnin","/movies/?id=pickinandgrinnin.htm",3613,"House Lights Media","September","Comedy",NA,"R",NA,NA
"1176","Moog","/movies/?id=moog.htm",3604,"Plexifilm","September","Unknown",70,"Unrated",NA,NA
"1177","Give Me Your Hand","/movies/?id=givemeyourhand.htm",3601,"Strand","September","Foreign",80,"Unrated",NA,NA
"1178","Cockfight","/movies/?id=cockfight.htm",3600,"Echelon Ent.","February","Unknown",NA,"R",NA,NA
"1180","Hide Your Smiling Faces","/movies/?id=hideyoursmilingfaces.htm",3576,"Tribeca Film","March","Drama",81,"Unrated",NA,NA
"1181","Happy Here and Now","/movies/?id=happyhereandnow.htm",3574,"IFC","December","Drama",89,"R",NA,NA
"1182","Evolution of a Criminal","/movies/?id=evolutionofacriminal.htm",3568,"The Film Collaborative","October","Documentary",81,"Unrated",NA,NA
"1183","I'm Reed Fish","/movies/?id=imreedfish.htm",3567,"Red Envelope Entertainment","June","Comedy / Drama",93,"PG",NA,NA
"1184","The Last Film Festival","/movies/?id=thelastfilmfestival.htm",3558,"Monterey Media, Inc.","September","Comedy",90,"R",NA,NA
"1185","Antonia","/movies/?id=antonia.htm",3550,"Reel Diva Consultants","September","Foreign",89,"PG-13",NA,NA
"1186","The Day I Saw Your Heart","/movies/?id=dayisawyourheart.htm",3546,"Film Movement","August","Foreign",98,"Unrated",NA,NA
"1187","Tricked","/movies/?id=tricked.htm",3533,"Kino Lorber","December","Foreign",55,"Unrated",NA,"Paul Verhoeven"
"1188","Loosies","/movies/?id=loosies.htm",3519,"IFC","January","Comedy / Drama",88,"PG-13",NA,NA
"1189","The Loving Story (2016 re-release)","/movies/?id=lovingstory2016.htm",3518,"Icarus Films","November","Documentary",77,"Unrated",NA,NA
